0.000000 	 0.000000 	 14.000000 	 14.000000
10.000000 	 100.000000 	 14.000000 	 14.000000
20.000000 	 100.000000 	 14.000000 	 14.425506
30.000000 	 100.000000 	 14.000000 	 14.842764
40.000000 	 100.000000 	 14.000000 	 15.251934
50.000000 	 100.000000 	 14.000000 	 15.653173
60.000000 	 100.000000 	 14.000000 	 16.046635
70.000000 	 100.000000 	 14.000000 	 16.432470
80.000000 	 100.000000 	 14.000000 	 16.810827
90.000000 	 100.000000 	 14.000000 	 17.181849
100.000000 	 100.000000 	 14.000000 	 17.545679
110.000000 	 100.000000 	 14.000000 	 17.902458
120.000000 	 100.000000 	 14.000000 	 18.252321
130.000000 	 100.000000 	 14.000000 	 18.595402
140.000000 	 100.000000 	 14.000000 	 18.931833
150.000000 	 78.971977 	 14.000000 	 19.261744
160.000000 	 55.631126 	 14.000000 	 19.495783
170.000000 	 42.657467 	 14.000000 	 19.625969
180.000000 	 35.445808 	 14.000000 	 19.698429
190.000000 	 31.437365 	 14.000000 	 19.738798
200.000000 	 29.209576 	 14.000000 	 19.761328
210.000000 	 27.971582 	 14.000000 	 19.773941
220.000000 	 27.283783 	 14.000000 	 19.781042
230.000000 	 26.901722 	 14.000000 	 19.785080
240.000000 	 26.689844 	 14.000000 	 19.787413
250.000000 	 26.572378 	 14.000000 	 19.788799
260.000000 	 26.507441 	 14.000000 	 19.789660
270.000000 	 26.471802 	 14.000000 	 19.790226
280.000000 	 26.452324 	 14.000000 	 19.790630
290.000000 	 26.441965 	 14.000000 	 19.790943
300.000000 	 26.436537 	 14.000000 	 19.791206
310.000000 	 26.433945 	 14.000000 	 19.791441
320.000000 	 26.432856 	 14.000000 	 19.791660
330.000000 	 26.432507 	 14.000000 	 19.791872
340.000000 	 26.432711 	 14.000000 	 19.792078
350.000000 	 26.433273 	 14.000000 	 19.792280
360.000000 	 26.434008 	 14.000000 	 19.792480
370.000000 	 26.434723 	 14.000000 	 19.792681
380.000000 	 26.435610 	 14.000000 	 19.792879
390.000000 	 26.436474 	 14.000000 	 19.793077
400.000000 	 26.437321 	 14.000000 	 19.793276
410.000000 	 26.438147 	 14.000000 	 19.793474
420.000000 	 26.438953 	 14.000000 	 19.793673
430.000000 	 26.439739 	 14.000000 	 19.793871
440.000000 	 26.440697 	 14.000000 	 19.794067
450.000000 	 26.441442 	 14.000000 	 19.794266
460.000000 	 26.442360 	 14.000000 	 19.794462
470.000000 	 26.443258 	 14.000000 	 19.794659
